OrderKey,SessionID,DeviceType,CartAbandonFlag
4618,sess_65885,Tablet,1
4619,sess_70562,Tablet,1
4620,sess_40389,Tablet,0
4621,sess_63090,Desktop,1
4622,sess_92543,Desktop,1
4623,sess_34176,Tablet,1
4624,sess_34430,Mobile,0
4625,sess_93948,Mobile,0
4626,sess_96154,Desktop,1
4627,sess_66640,Mobile,0
4628,sess_61849,Desktop,0
4629,sess_13826,Tablet,0
4630,sess_90492,Desktop,0
4631,sess_35863,Desktop,0
4632,sess_68926,Tablet,0
4633,sess_87621,Mobile,0
4634,sess_66302,Desktop,1
4635,sess_60965,Desktop,1
4636,sess_10583,Tablet,0
4637,sess_38153,Mobile,1
4638,sess_36972,Desktop,0
4639,sess_46483,Tablet,0
4640,sess_18200,Desktop,1
4641,sess_85674,Tablet,1
4642,sess_23336,Mobile,1
4643,sess_80371,Mobile,0
4644,sess_34505,Mobile,1
4645,sess_57945,Mobile,0
4646,sess_52727,Desktop,0
4647,sess_35830,Desktop,0
4648,sess_69972,Mobile,0
4649,sess_24936,Mobile,0
4650,sess_44387,Mobile,1
4651,sess_97910,Desktop,0
4652,sess_74157,Mobile,0
4653,sess_79168,Mobile,0
4654,sess_93769,Mobile,0
4655,sess_51078,Tablet,1
4656,sess_88246,Mobile,0
4657,sess_60939,Tablet,0
4658,sess_90125,Tablet,1
4659,sess_61451,Mobile,0
4660,sess_86939,Tablet,0
4661,sess_24972,Mobile,0
4662,sess_55603,Desktop,0
4663,sess_56135,Desktop,0
4664,sess_70012,Desktop,0
4665,sess_90918,Desktop,1
4666,sess_32613,Tablet,1
4667,sess_98288,Mobile,0
4668,sess_48986,Mobile,0
4669,sess_90541,Mobile,1
4670,sess_87354,Desktop,0
4671,sess_21108,Desktop,0
4672,sess_98094,Mobile,0
4673,sess_27556,Desktop,1
4674,sess_51049,Mobile,0
4675,sess_25448,Mobile,0
4676,sess_41270,Mobile,0
4677,sess_50026,Mobile,1
4678,sess_25328,Mobile,0
4679,sess_33992,Mobile,1
4680,sess_58929,Mobile,0
4681,sess_28528,Desktop,0
4682,sess_76954,Mobile,0
4683,sess_60916,Mobile,0
4684,sess_64819,Desktop,1
4685,sess_88174,Desktop,0
4686,sess_28070,Desktop,1
4687,sess_85340,Mobile,0
4688,sess_60293,Tablet,0
4689,sess_65448,Tablet,0
4690,sess_34347,Desktop,0
4691,sess_73788,Tablet,1
4692,sess_93296,Desktop,0
4693,sess_80435,Mobile,0
4694,sess_94575,Tablet,0
4695,sess_32706,Mobile,0
4696,sess_82733,Tablet,0
4697,sess_31871,Mobile,1
4698,sess_74178,Tablet,0
4699,sess_47858,Mobile,0
4700,sess_28388,Mobile,0
4701,sess_34523,Tablet,1
4702,sess_51232,Mobile,0
4703,sess_69113,Mobile,0
4704,sess_91187,Mobile,0
4705,sess_17026,Tablet,0
4706,sess_57059,Tablet,0
4707,sess_11256,Mobile,0
4708,sess_73518,Mobile,1
4709,sess_27895,Tablet,0
4710,sess_35575,Tablet,1
4711,sess_60324,Mobile,0
4712,sess_83607,Mobile,0
4713,sess_76248,Mobile,0
4714,sess_95599,Desktop,0
4715,sess_74876,Tablet,1
4716,sess_63626,Desktop,0
4717,sess_99744,Tablet,0
4718,sess_74451,Tablet,0
4719,sess_64477,Tablet,1
4720,sess_68176,Tablet,0
4721,sess_74054,Tablet,1
4722,sess_31922,Tablet,0
4723,sess_20835,Tablet,0
4724,sess_84107,Desktop,0
4725,sess_14044,Mobile,0
4726,sess_38905,Mobile,0
4727,sess_48284,Desktop,0
4728,sess_14285,Desktop,1
4729,sess_46025,Desktop,1
4730,sess_39470,Desktop,0
4731,sess_80465,Tablet,0
4732,sess_47836,Mobile,0
4733,sess_32047,Tablet,0
4734,sess_69942,Mobile,0
4735,sess_84140,Mobile,1
4736,sess_74921,Desktop,0
4737,sess_82053,Tablet,0
4738,sess_76952,Desktop,0
4739,sess_24838,Tablet,0
4740,sess_85066,Mobile,0
4741,sess_24969,Desktop,0
4742,sess_45112,Desktop,0
4743,sess_81186,Mobile,0
4744,sess_58085,Mobile,0
4745,sess_81046,Mobile,1
4746,sess_15453,Desktop,0
4747,sess_67850,Tablet,0
4748,sess_81611,Desktop,0
4749,sess_38644,Tablet,0
4750,sess_65725,Desktop,0
4751,sess_23423,Desktop,1
4752,sess_95678,Mobile,0
4753,sess_42444,Tablet,0
4754,sess_49021,Desktop,0
4755,sess_14224,Desktop,0
4756,sess_68947,Mobile,1
4757,sess_44447,Mobile,1
4758,sess_55688,Tablet,0
4759,sess_21401,Desktop,1
4760,sess_67549,Tablet,0
4761,sess_25386,Desktop,1
4762,sess_41056,Tablet,0
4763,sess_37509,Mobile,1
4764,sess_87060,Desktop,1
4765,sess_55957,Tablet,0
4766,sess_89988,Mobile,0
4767,sess_92938,Mobile,1
4768,sess_66120,Tablet,1
4769,sess_31755,Desktop,0
4770,sess_90760,Desktop,0
4771,sess_28249,Mobile,0
4772,sess_37082,Desktop,0
4773,sess_37124,Desktop,0
4774,sess_17780,Desktop,0
4775,sess_84720,Mobile,1
4776,sess_55982,Tablet,0
4777,sess_79767,Desktop,1
4778,sess_46842,Mobile,0
4779,sess_88231,Mobile,0
4780,sess_80617,Tablet,0
4781,sess_32069,Desktop,0
4782,sess_52421,Desktop,0
4783,sess_48356,Tablet,0
4784,sess_47923,Tablet,0
4785,sess_85069,Mobile,0
4786,sess_45041,Mobile,0
4787,sess_77425,Tablet,0
4788,sess_99037,Desktop,1
4789,sess_22481,Mobile,1
4790,sess_27771,Mobile,0
4791,sess_63948,Desktop,0
4792,sess_17770,Mobile,0
4793,sess_46349,Desktop,1
4794,sess_95969,Desktop,0
4795,sess_26631,Desktop,0
4796,sess_27392,Tablet,0
4797,sess_42725,Tablet,0
4798,sess_29168,Tablet,0
4799,sess_52217,Desktop,1
4800,sess_42447,Desktop,0
4801,sess_98635,Tablet,0
4802,sess_61472,Mobile,0
4803,sess_74154,Desktop,0
4804,sess_28634,Mobile,1
4805,sess_85684,Mobile,0
4806,sess_92890,Desktop,1
4807,sess_45221,Desktop,0
4808,sess_92288,Mobile,0
4809,sess_64293,Mobile,1
4810,sess_59174,Tablet,0
4811,sess_69243,Tablet,1
4812,sess_19898,Desktop,0
4813,sess_93050,Tablet,1
4814,sess_22202,Tablet,0
4815,sess_62802,Tablet,0
4816,sess_77582,Tablet,1
4817,sess_46467,Mobile,1
4818,sess_58374,Desktop,1
4819,sess_69597,Tablet,1
4820,sess_73968,Mobile,1
4821,sess_52898,Mobile,0
4822,sess_86278,Mobile,0
4823,sess_10324,Tablet,0
4824,sess_22208,Tablet,0
4825,sess_70089,Desktop,0
4826,sess_93209,Tablet,0
4827,sess_97050,Tablet,0
4828,sess_56952,Mobile,0
4829,sess_18300,Desktop,0
4830,sess_80048,Tablet,0
4831,sess_62129,Tablet,0
4832,sess_38551,Mobile,1
4833,sess_66314,Mobile,0
4834,sess_37767,Tablet,0
4835,sess_74843,Desktop,0
4836,sess_45197,Desktop,0
4837,sess_52318,Mobile,0
4838,sess_47171,Mobile,0
4839,sess_54270,Tablet,0
4840,sess_81737,Mobile,0
4841,sess_85750,Tablet,0
4842,sess_27117,Desktop,1
4843,sess_84205,Desktop,1
4844,sess_73614,Tablet,0
4845,sess_55054,Mobile,0
4846,sess_99463,Desktop,0
4847,sess_16345,Mobile,0
4848,sess_16021,Desktop,1
4849,sess_23051,Tablet,0
4850,sess_92074,Tablet,1
4851,sess_70238,Tablet,0
4852,sess_12134,Desktop,1
4853,sess_26284,Mobile,0
4854,sess_30707,Mobile,1
4855,sess_67840,Mobile,0
4856,sess_69836,Desktop,0
4857,sess_10088,Desktop,0
4858,sess_66072,Desktop,0
4859,sess_36518,Desktop,1
4860,sess_27290,Desktop,1
4861,sess_95196,Mobile,1
4862,sess_49566,Desktop,0
4863,sess_30837,Desktop,1
4864,sess_45916,Mobile,0
4865,sess_22234,Desktop,0
4866,sess_95798,Mobile,0
4867,sess_57242,Mobile,0
4868,sess_42819,Tablet,0
4869,sess_20803,Tablet,0
4870,sess_58738,Tablet,0
4871,sess_97098,Tablet,1
4872,sess_95054,Desktop,0
4873,sess_31695,Tablet,0
4874,sess_16787,Mobile,0
4875,sess_61949,Desktop,0
4876,sess_91999,Tablet,0
4877,sess_50043,Mobile,0
4878,sess_40689,Desktop,0
4879,sess_66260,Desktop,0
4880,sess_95915,Tablet,0
4881,sess_21953,Desktop,1
4882,sess_22475,Mobile,0
4883,sess_10142,Desktop,0
4884,sess_37973,Mobile,1
4885,sess_72496,Desktop,0
4886,sess_20215,Tablet,0
4887,sess_27393,Mobile,1
4888,sess_87814,Desktop,0
4889,sess_39647,Desktop,0
4890,sess_78084,Desktop,0
4891,sess_99126,Mobile,0
4892,sess_68335,Mobile,0
4893,sess_11217,Mobile,0
4894,sess_11056,Tablet,0
4895,sess_55032,Tablet,0
4896,sess_25806,Mobile,0
4897,sess_65353,Desktop,0
4898,sess_27324,Tablet,0
4899,sess_72613,Mobile,0
4900,sess_19283,Desktop,0
4901,sess_40008,Tablet,1
4902,sess_60209,Desktop,0
4903,sess_21708,Desktop,0
4904,sess_23425,Desktop,0
4905,sess_23526,Desktop,0
4906,sess_51071,Tablet,1
4907,sess_58177,Tablet,0
4908,sess_49223,Tablet,1
4909,sess_27973,Mobile,0
4910,sess_60164,Tablet,0
4911,sess_27451,Desktop,0
4912,sess_94092,Tablet,1
4913,sess_98753,Desktop,0
4914,sess_28724,Mobile,0
4915,sess_18966,Desktop,0
4916,sess_79534,Desktop,0
4917,sess_83831,Desktop,1
4918,sess_11110,Mobile,0
4919,sess_89995,Tablet,0
4920,sess_95199,Tablet,1
4921,sess_31511,Mobile,0
4922,sess_67684,Desktop,1
4923,sess_56030,Tablet,0
4924,sess_37925,Mobile,0
4925,sess_92323,Tablet,1
4926,sess_29840,Mobile,0
4927,sess_63963,Desktop,0
4928,sess_90750,Tablet,0
4929,sess_99989,Mobile,0
4930,sess_67984,Tablet,0
4931,sess_38474,Tablet,1
4932,sess_21362,Tablet,0
4933,sess_23168,Tablet,0
4934,sess_28351,Mobile,1
4935,sess_26142,Desktop,0
4936,sess_87276,Mobile,0
4937,sess_60335,Mobile,0
4938,sess_56076,Mobile,1
4939,sess_66280,Desktop,0
4940,sess_51222,Tablet,1
4941,sess_28327,Tablet,1
4942,sess_42477,Tablet,0
4943,sess_46302,Desktop,0
4944,sess_94491,Tablet,1
4945,sess_21042,Desktop,0
4946,sess_42527,Tablet,1
4947,sess_82534,Tablet,1
4948,sess_88774,Mobile,0
4949,sess_88644,Desktop,0
4950,sess_89638,Mobile,1
4951,sess_47345,Mobile,1
4952,sess_13515,Mobile,0
4953,sess_96298,Desktop,0
4954,sess_49537,Desktop,0
4955,sess_36928,Tablet,0
4956,sess_77862,Mobile,0
4957,sess_89551,Tablet,0
4958,sess_76784,Mobile,0
4959,sess_34726,Desktop,0
4960,sess_61347,Desktop,0
4961,sess_48737,Desktop,0
4962,sess_94694,Mobile,0
4963,sess_17152,Desktop,0
4964,sess_41370,Mobile,0
4965,sess_74865,Tablet,0
4966,sess_60578,Mobile,0
4967,sess_24777,Tablet,0
4968,sess_41599,Mobile,1
4969,sess_75481,Tablet,0
4970,sess_93634,Desktop,1
4971,sess_87847,Tablet,0
4972,sess_19307,Desktop,0
4973,sess_79243,Desktop,1
4974,sess_11581,Tablet,0
4975,sess_57329,Mobile,0
4976,sess_51480,Mobile,0
4977,sess_27299,Mobile,0
4978,sess_60703,Mobile,0
4979,sess_84498,Mobile,0
4980,sess_65163,Desktop,0
4981,sess_57895,Mobile,0
4982,sess_81612,Desktop,1
4983,sess_99514,Desktop,0
4984,sess_32645,Desktop,0
4985,sess_71736,Tablet,1
4986,sess_19567,Tablet,0
4987,sess_12187,Desktop,0
4988,sess_86986,Tablet,0
4989,sess_18851,Mobile,0
4990,sess_11807,Mobile,0
4991,sess_44365,Desktop,1
4992,sess_38277,Mobile,1
4993,sess_15220,Desktop,0
4994,sess_17925,Desktop,0
4995,sess_62163,Mobile,0
4996,sess_76402,Tablet,0
4997,sess_47550,Mobile,1
4998,sess_92388,Mobile,0
4999,sess_75673,Desktop,0
5000,sess_64451,Desktop,1
